obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,rollout/return_history_std,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.4873582720756531,0.1680261641740799,0.1639088940674591,-7.535114288330078,0.7243629097938538,0.2780211567878723,0.6086204051971436,-7.498319625854492,0.7481700778007507,0.3361784517765045,0.618242084980011,-3.6526761054992676,0.06830168515443802,0.6419280767440796,50.0,40.0,-49.95000076293945,-49.95000076293945,0.2179449498653412,0.2179449498653412,8.2403724193573,40.0,1,2000,242.70747706764303,7.29843807220459,0.7412278056144714,0.46012312173843384
0.48648062348365784,0.15575142204761505,0.13433062777208762,-12.674446105957031,2.709007978439331,-0.022265274077653885,0.830895185470581,-12.579397201538086,2.94796085357666,0.07799649983644485,0.7592877745628357,-7.3190202713012695,0.09551437199115753,0.6812658309936523,50.0,80.0,-49.900001525878906,-49.900001525878906,0.37416577339172363,0.37416577339172363,16.632620096206665,80.0,2,4000,240.49127418669678,12.760900497436523,2.553863286972046,0.4030584394931793
0.48799458146095276,0.151647686958313,0.11008992318755192,-16.076557159423828,5.795104026794434,0.4144461154937744,0.7404537796974182,-16.04619026184082,5.859404563903809,0.2946721017360687,0.7465587258338928,-10.362639427185059,0.0636531338095665,0.7135934829711914,50.0,120.0,-49.84166717529297,-49.810001373291016,0.627614438533783,0.5772901177406311,24.590790271759033,120.0,3,6000,243.99378522172265,16.761476516723633,3.5523455142974854,0.3407430350780487
0.49869605898857117,0.16938155889511108,0.11230273064362171,-18.82953643798828,6.45386266708374,0.35215798020362854,0.8854198455810547,-18.385650634765625,6.846262454986572,0.29252803325653076,0.8447055220603943,-11.283257484436035,0.13302479684352875,0.751979649066925,50.0,160.0,-49.85625076293945,-49.83000183105469,0.6333245635032654,0.5573024153709412,32.72282028198242,160.0,4,8000,244.47770488795234,18.559337615966797,5.945512771606445,0.18029558658599854
0.5032380223274231,0.17571407556533813,0.10792071678026853,-21.48929214477539,7.862691402435303,0.27710670232772827,0.9124889373779297,-21.318687438964844,7.932703495025635,0.2876608371734619,0.8776118159294128,-12.440691947937012,0.1684071123600006,0.7855530977249146,50.0,200.0,-49.875,-49.86000061035156,0.5660389065742493,0.5092887282371521,40.79133653640747,200.0,5,10000,245.15009433620065,20.55359649658203,6.037573337554932,0.304069846868515
0.500582218170166,0.17610183358192444,0.09966297130484332,-24.087825775146484,7.470666408538818,-0.20981985330581665,0.9066620469093323,-23.73456382751465,7.383072376251221,-0.12290888279676437,0.8685997724533081,-13.589994430541992,0.14261995255947113,0.8069637417793274,50.0,240.0,-49.88333511352539,-49.95000076293945,0.25980761647224426,0.48619842529296875,48.82793688774109,240.0,6,12000,245.76094680364758,22.14910316467285,6.826594829559326,0.22287875413894653
0.4759633243083954,0.1882384717464447,0.10792071678026853,-23.099027633666992,5.164676666259766,-0.3706836700439453,0.872470498085022,-22.630096435546875,4.987944602966309,-0.34573274850845337,0.8482314348220825,-13.28215217590332,0.053092267364263535,0.843673586845398,50.0,280.0,-49.878570556640625,-49.900001525878906,0.36055511236190796,0.4776109457015991,56.897839307785034,280.0,7,14000,246.05503777160925,19.05584144592285,4.33411979675293,0.2808784544467926
0.4571688771247864,0.19379033148288727,0.10579425230886043,-23.683568954467773,5.362308025360107,-0.0752321407198906,0.9385547637939453,-23.50202178955078,5.391565799713135,-0.09410746395587921,0.9410064220428467,-13.576300621032715,-0.01491167489439249,0.8647722005844116,50.0,320.0,-49.87187576293945,-49.849998474121094,0.497493714094162,0.49290868639945984,64.94711685180664,320.0,8,16000,246.35427676501897,19.0832576751709,4.656314849853516,0.2368549257516861
0.454036682844162,0.19584359228610992,0.10370968758833489,-19.9427490234375,5.366786479949951,0.4745805263519287,0.8569207787513733,-18.3973388671875,5.33104133605957,0.36836332082748413,0.8778572678565979,-13.663895606994629,-0.01461687870323658,0.8724539279937744,50.0,360.0,-49.863887786865234,-49.810001373291016,0.5233545899391174,0.4897010028362274,72.92823004722595,360.0,9,18000,246.81800159339923,16.41321563720703,3.7291979789733887,0.2165837436914444
0.46342703700065613,0.19605116546154022,0.09966297130484332,-15.59887409210205,4.202537536621094,0.4860154390335083,0.8538395166397095,-15.119492530822754,4.16786003112793,0.4147016406059265,0.8694290518760681,-13.366174697875977,0.02260836772620678,0.8693212270736694,50.0,400.0,-49.872501373291016,-49.869998931884766,0.4160529375076294,0.4756509065628052,80.98997068405151,400.0,10,20000,246.9441565551571,13.596911430358887,2.3547964096069336,0.08201611042022705
0.47136569023132324,0.19411523640155792,0.09022358778821578,-17.157447814941406,3.9869132041931152,0.4504765272140503,0.8570641279220581,-16.915924072265625,4.0047454833984375,0.43270862102508545,0.8504927158355713,-13.502272605895996,0.05605766177177429,0.8583202958106995,50.0,440.0,-49.879547119140625,-49.91999816894531,0.36551332473754883,0.4637199342250824,89.16543769836426,440.0,11,22000,246.73237263101095,15.136993408203125,2.4432919025421143,0.26819556951522827
