eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,total_timesteps,value_loss
50.0,-60.81051899999999,-0.14850568771362305,413,1,2.837877035140991,-5.57022762298584,2500,5.230112075805664
50.0,-55.88325676,0.5890202224254608,500,100,2.5686838626861572,0.07400649785995483,250000,0.40186014771461487
50.0,-52.66468418,0.5332095324993134,504,200,2.440730333328247,-0.190420001745224,500000,0.4342845678329468
50.0,-49.339542040000005,0.6086208522319794,505,300,2.2976725101470947,-0.05466695874929428,750000,0.32608267664909363
50.0,-48.701541609999985,0.6061176657676697,505,400,2.2155039310455322,-0.20413321256637573,1000000,0.3448818325996399
