eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,total_timesteps,value_loss
50.0,-49.93,0.2688618302345276,436,20900,6.0319623947143555,-5.787550449371338,418000,20.66436004638672
50.0,-49.9,0.3480519652366638,436,21000,6.00193977355957,-4.046449184417725,420000,18.631832122802734
50.0,-49.9,0.13897383213043213,436,21100,6.032739639282227,-3.2372734546661377,422000,24.307825088500977
50.0,-49.96,0.7485344409942627,436,21200,6.0330610275268555,2.4017493724823,424000,7.086817741394043
50.0,-49.89,0.35520368814468384,436,21300,6.024742126464844,-1.7696033716201782,426000,17.72702407836914
50.0,-49.89,0.6775998473167419,436,21400,5.994391441345215,-6.119694709777832,428000,9.30927562713623
50.0,-49.93,0.049376726150512695,436,21500,5.975231647491455,-11.103920936584473,430000,29.126205444335938
50.0,-49.91,0.13560324907302856,436,21600,5.983020305633545,-9.279829978942871,432000,26.807031631469727
50.0,-49.96,0.10878688097000122,436,21700,5.966125011444092,-10.641606330871582,434000,29.145227432250977
50.0,-49.95,0.39479464292526245,436,21800,5.960285186767578,-2.5309252738952637,436000,16.858654022216797
50.0,-49.94,0.11464029550552368,436,21900,5.951682090759277,-9.712312698364258,438000,27.87567710876465
50.0,-49.96,0.17156565189361572,436,22000,5.937280178070068,-12.0953950881958,440000,25.353370666503906
50.0,-49.99,0.22084647417068481,436,22100,5.95753812789917,2.2427096366882324,442000,21.25387191772461
50.0,-49.96,0.48795032501220703,436,22200,5.9695048332214355,-4.44911527633667,444000,14.020940780639648
50.0,-49.94,0.24413913488388062,436,22300,5.945486068725586,-6.704686641693115,446000,21.588829040527344
50.0,-49.94,0.20022469758987427,436,22400,5.958474636077881,3.916088342666626,448000,21.850013732910156
50.0,-49.91,0.466119647026062,436,22500,5.990176200866699,4.774901866912842,450000,15.412277221679688
50.0,-49.9,0.259803831577301,436,22600,5.985459327697754,-5.418623924255371,452000,20.445674896240234
50.0,-49.88,0.1790505051612854,436,22700,5.96413516998291,-14.13542366027832,454000,25.51874542236328
50.0,-49.88,0.39171308279037476,436,22800,5.963664531707764,-1.5356863737106323,456000,16.695934295654297
50.0,-49.94,0.3265737295150757,436,22900,5.956291198730469,-3.245177745819092,458000,18.831466674804688
50.0,-49.91,0.41203612089157104,436,23000,5.97340726852417,-8.038951873779297,460000,17.707258224487305
50.0,-49.88,0.17808055877685547,436,23100,5.977078914642334,-6.083004474639893,462000,23.118118286132812
50.0,-49.93,0.5503384172916412,436,23200,5.974427223205566,-11.915894508361816,464000,15.277168273925781
50.0,-49.97,0.6775377690792084,436,23300,5.982264995574951,2.3474855422973633,466000,8.876192092895508
50.0,-49.95,0.1895967721939087,436,23400,5.9757208824157715,-10.685957908630371,468000,25.06817054748535
50.0,-49.96,0.15419870615005493,436,23500,5.982393264770508,-6.150705337524414,470000,24.069934844970703
50.0,-49.93,0.21665191650390625,436,23600,5.98708438873291,-6.480625629425049,472000,22.771060943603516
50.0,-49.92,0.1370229721069336,436,23700,6.0302886962890625,-8.986015319824219,474000,25.01401138305664
50.0,-49.91,0.7128726840019226,436,23800,6.039831161499023,-6.257900238037109,476000,8.833001136779785
50.0,-49.91,0.29914677143096924,436,23900,6.094315052032471,-5.013338565826416,478000,20.459774017333984
50.0,-49.91,0.1829114556312561,436,24000,6.086635589599609,-8.563175201416016,480000,24.898723602294922
50.0,-49.89,0.31637638807296753,436,24100,6.10275411605835,-7.734166145324707,482000,20.193164825439453
50.0,-49.92,-0.9770822525024414,436,24200,6.108834266662598,15.454458236694336,484000,57.2803840637207
50.0,-49.94,0.23095107078552246,436,24300,6.113343238830566,-12.412418365478516,486000,25.558528900146484
50.0,-49.96,0.7748654037714005,436,24400,6.101261138916016,12.821179389953613,488000,10.604124069213867
50.0,-49.95,0.1149018406867981,436,24500,6.087753772735596,-8.094902038574219,490000,25.8048038482666
50.0,-49.95,0.14552009105682373,436,24600,6.105012893676758,-7.981152057647705,492000,25.747299194335938
50.0,-49.92,0.24989688396453857,436,24700,6.116888046264648,-5.265819549560547,494000,21.151216506958008
50.0,-49.87,-0.053348660469055176,436,24800,6.147374153137207,0.74088454246521,496000,29.038433074951172
50.0,-49.91,0.24054056406021118,436,24900,6.182471752166748,-3.039410352706909,498000,20.957805633544922
50.0,-49.96,0.3455198407173157,436,25000,6.1634721755981445,4.326371192932129,500000,18.478342056274414
50.0,-49.97,0.15758764743804932,436,25100,6.189251899719238,-5.049755096435547,502000,23.910661697387695
50.0,-49.95,0.4296058416366577,435,25200,6.197425842285156,-0.025357741862535477,504000,15.570695877075195
50.0,-49.92,0.3471854329109192,435,25300,6.219213008880615,-2.1363117694854736,506000,17.990758895874023
50.0,-49.87,0.19983571767807007,435,25400,6.222268581390381,-5.952098369598389,508000,22.848119735717773
50.0,-49.89,0.5284239947795868,435,25500,6.2430853843688965,6.219175338745117,510000,13.942480087280273
50.0,-49.88,0.3908892869949341,435,25600,6.242258071899414,-7.549165725708008,512000,17.50688362121582
50.0,-49.93,0.18909674882888794,435,25700,6.218404293060303,-2.8739020824432373,514000,22.208271026611328
50.0,-49.97,0.46318721771240234,435,25800,6.234142303466797,2.09553861618042,516000,14.963544845581055
50.0,-49.99,0.1511213183403015,435,25900,6.24812126159668,-9.296656608581543,518000,24.841127395629883
50.0,-49.92,0.21333825588226318,435,26000,6.24854850769043,-4.760073184967041,520000,22.972902297973633
50.0,-49.92,0.17534410953521729,435,26100,6.2639360427856445,-7.110581398010254,522000,23.054452896118164
50.0,-49.95,0.44135141372680664,435,26200,6.259688854217529,-7.375851154327393,524000,16.14596939086914
50.0,-49.96,0.7227938175201416,435,26300,6.278425693511963,5.502522945404053,526000,8.24323844909668
50.0,-49.88,0.3423774242401123,435,26400,6.26971435546875,-5.247800827026367,528000,18.589481353759766
50.0,-49.86,0.45762717723846436,435,26500,6.249113082885742,1.8348584175109863,530000,15.064294815063477
50.0,-49.89,0.6031432449817657,435,26600,6.271480083465576,5.006624698638916,532000,11.639856338500977
50.0,-49.9,0.30298173427581787,435,26700,6.262214183807373,-3.5941033363342285,534000,19.024471282958984
50.0,-49.91,0.46713531017303467,435,26800,6.240960597991943,0.1163715124130249,536000,14.558743476867676
50.0,-49.94,0.31483709812164307,435,26900,6.246467590332031,-2.926278591156006,538000,18.77705955505371
