epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
257,0.8757443,0.08538843,0.26276183,0.030421713,2580.0,-0.069467016,1.0,2580.0,0.72499996
258,0.87574154,0.08537338,0.26276067,0.03041712,2590.0,-0.051035713,1.0,2590.0,0.73333335
259,0.87571126,0.08537712,0.26275343,0.030419147,2600.0,-0.077063344,1.0,2600.0,0.7
260,0.87569004,0.085381955,0.26274717,0.030421117,2610.0,-0.055133592,1.0,2610.0,0.675
261,0.8756916,0.08539658,0.26274714,0.030425599,2620.0,-0.051455338,1.0,2620.0,0.7833333
262,0.8756914,0.08538878,0.26274684,0.030423597,2630.0,-0.04753533,1.0,2630.0,0.68333334
263,0.8757029,0.08538111,0.26275003,0.030421073,2640.0,-0.055615995,1.0,2640.0,0.75
264,0.87568116,0.08537904,0.26274475,0.030419683,2650.0,-0.05126779,1.0,2650.0,0.77500004
265,0.87569505,0.08539387,0.2627477,0.030422589,2660.0,-0.053263877,1.0,2660.0,0.7083333
266,0.8757305,0.085391134,0.26275784,0.030421719,2670.0,-0.048973426,1.0,2670.0,0.65
267,0.87573665,0.08539336,0.26275986,0.030421725,2680.0,-0.075084314,1.0,2680.0,0.73333335
268,0.87569636,0.08539858,0.26274902,0.030422976,2690.0,-0.046237532,1.0,2690.0,0.69166666
269,0.8757011,0.08539825,0.2627509,0.03042384,2700.0,-0.05656446,1.0,2700.0,0.7250001
270,0.8757052,0.08539084,0.2627524,0.030420596,2710.0,-0.072667815,1.0,2710.0,0.69166666
271,0.87569886,0.085395195,0.26275012,0.030421952,2720.0,-0.052502796,1.0,2720.0,0.7583334
272,0.87570363,0.08538469,0.26275185,0.030419359,2730.0,-0.048113283,1.0,2730.0,0.7166667
273,0.87569934,0.08538318,0.2627517,0.03041854,2740.0,-0.066982985,1.0,2740.0,0.70000005
274,0.87571913,0.08537436,0.26275653,0.03041554,2750.0,-0.0706952,1.0,2750.0,0.7250001
275,0.87573737,0.08537119,0.26276177,0.030414423,2760.0,-0.061456576,1.0,2760.0,0.68333334
276,0.87573737,0.085368805,0.26276186,0.030413607,2770.0,-0.06691181,1.0,2770.0,0.73333335
277,0.87572104,0.085371174,0.26275742,0.03041329,2780.0,-0.060225878,1.0,2780.0,0.7083333
278,0.8756979,0.085369505,0.26275054,0.03041268,2790.0,-0.059392452,1.0,2790.0,0.72499996
279,0.8756867,0.08537758,0.2627477,0.030415943,2800.0,-0.067137204,1.0,2800.0,0.81666666
280,0.8757127,0.08538946,0.262754,0.030418744,2810.0,-0.07800779,0.9916666,2810.0,0.8
281,0.8757178,0.085385226,0.2627543,0.03041847,2820.0,-0.055914823,1.0,2820.0,0.7166667
282,0.87572604,0.08537566,0.26275608,0.030415744,2830.0,-0.06471098,1.0,2830.0,0.69166666
283,0.87572783,0.08537864,0.26275718,0.030416206,2840.0,-0.07718421,1.0,2840.0,0.6666667
284,0.8756967,0.085380435,0.2627497,0.030416092,2850.0,-0.054867525,1.0,2850.0,0.73333335
285,0.87569135,0.085376985,0.26274765,0.030415913,2860.0,-0.04392786,1.0,2860.0,0.7083333
286,0.8756759,0.08538615,0.26274288,0.030417616,2870.0,-0.06092782,1.0,2870.0,0.7583334
287,0.8756945,0.08538995,0.26274723,0.030418193,2880.0,-0.061436046,1.0,2880.0,0.7416666
288,0.87569445,0.08539794,0.26274714,0.030419314,2890.0,-0.06959413,1.0,2890.0,0.7083333
289,0.87569356,0.085406065,0.26274782,0.030421054,2900.0,-0.05918674,1.0,2900.0,0.7333333
290,0.87568396,0.08540853,0.26274657,0.030421013,2910.0,-0.040884532,1.0,2910.0,0.75
291,0.8756657,0.08540678,0.26274148,0.03042089,2920.0,-0.06250875,1.0,2920.0,0.7333333
292,0.875658,0.085403465,0.26273888,0.030420447,2930.0,-0.049965262,1.0,2930.0,0.69166666
293,0.87566227,0.08540838,0.2627395,0.030421099,2940.0,-0.06473563,1.0,2940.0,0.73333335
294,0.87567854,0.08541118,0.2627435,0.030422404,2950.0,-0.04767959,1.0,2950.0,0.7083333
295,0.8756779,0.085413665,0.26274294,0.030423284,2960.0,-0.057561856,1.0,2960.0,0.7166667
296,0.875691,0.08541287,0.2627468,0.03042301,2970.0,-0.07543573,1.0,2970.0,0.7416666
297,0.8757088,0.08540145,0.2627508,0.030419445,2980.0,-0.04848948,1.0,2980.0,0.7916667
298,0.8757184,0.085399486,0.26275378,0.030418625,2990.0,-0.05546165,1.0,2990.0,0.75
299,0.8756898,0.0854016,0.26274672,0.030418372,3000.0,-0.058859643,1.0,3000.0,0.6666667
300,0.8756725,0.08539832,0.26274258,0.030416926,3010.0,-0.05874656,1.0,3010.0,0.7083333
301,0.87565964,0.08539835,0.26273933,0.030417377,3020.0,-0.04280108,1.0,3020.0,0.65000004
302,0.87565184,0.08539015,0.2627375,0.030414766,3030.0,-0.0541179,1.0,3030.0,0.7749999
303,0.87564427,0.08539495,0.26273575,0.030416628,3040.0,-0.061633203,1.0,3040.0,0.69166666
304,0.87563634,0.085385524,0.2627343,0.03041392,3050.0,-0.08285662,1.0,3050.0,0.7083333
305,0.8756725,0.08538539,0.2627433,0.030413413,3060.0,-0.06466334,1.0,3060.0,0.72499996
306,0.87564427,0.08538562,0.2627353,0.030413613,3070.0,-0.058938842,1.0,3070.0,0.7416666
307,0.8756382,0.085384466,0.26273435,0.030411988,3080.0,-0.06440633,1.0,3080.0,0.625
308,0.87563115,0.08537767,0.26273245,0.030410046,3090.0,-0.054514617,1.0,3090.0,0.6333334
309,0.87563556,0.08537584,0.26273435,0.030409262,3100.0,-0.040176306,1.0,3100.0,0.70000005
310,0.8756469,0.08538421,0.2627371,0.030412188,3110.0,-0.052142113,1.0,3110.0,0.7166667
311,0.8756233,0.085393034,0.2627309,0.03041339,3120.0,-0.06973616,0.9916666,3120.0,0.6166667
312,0.8756216,0.0853922,0.26273084,0.0304124,3130.0,-0.055867914,1.0,3130.0,0.7916667
313,0.8756122,0.08538633,0.2627285,0.03041034,3140.0,-0.062407564,1.0,3140.0,0.7
314,0.8756242,0.085388266,0.26273182,0.030411864,3150.0,-0.058412258,1.0,3150.0,0.7166667
315,0.8756125,0.085396655,0.26272914,0.03041325,3160.0,-0.06895135,1.0,3160.0,0.77500004
316,0.87560844,0.08539039,0.26272768,0.030412382,3170.0,-0.060526717,1.0,3170.0,0.625
317,0.8756015,0.08538193,0.26272643,0.03040944,3180.0,-0.05959801,1.0,3180.0,0.7083333
318,0.8755997,0.08538922,0.26272663,0.030411175,3190.0,-0.053022664,1.0,3190.0,0.76666665
319,0.8756104,0.08539311,0.2627297,0.030412206,3200.0,-0.059972495,1.0,3200.0,0.75
320,0.87561756,0.08538828,0.26273113,0.03041006,3210.0,-0.052443236,1.0,3210.0,0.7166667
321,0.8756189,0.0853869,0.26273108,0.03040951,3220.0,-0.052040964,1.0,3220.0,0.7
322,0.87560534,0.0853824,0.2627273,0.03040799,3230.0,-0.038873795,1.0,3230.0,0.74166673
323,0.87560934,0.08538713,0.26272878,0.030409252,3240.0,-0.07878566,1.0,3240.0,0.7083333
324,0.875622,0.085403435,0.2627327,0.030412858,3250.0,-0.111032076,1.0,3250.0,0.72499996
325,0.8756137,0.08541275,0.26273066,0.030415898,3260.0,-0.053028125,1.0,3260.0,0.7
326,0.8756258,0.08540473,0.26273328,0.030414516,3270.0,-0.053796593,1.0,3270.0,0.77500004
327,0.87562567,0.085412025,0.2627337,0.030416047,3280.0,-0.05725154,1.0,3280.0,0.73333335
328,0.87561065,0.085406624,0.26272982,0.030414606,3290.0,-0.05981943,1.0,3290.0,0.7583334
329,0.87560946,0.08541394,0.2627287,0.030416181,3300.0,-0.062965184,1.0,3300.0,0.68333334
330,0.87561816,0.08541001,0.26273054,0.030414557,3310.0,-0.03939734,1.0,3310.0,0.73333335
331,0.87562776,0.0854129,0.26273298,0.030414885,3320.0,-0.05089278,1.0,3320.0,0.625
332,0.8756294,0.085407734,0.2627336,0.030413643,3330.0,-0.05814947,1.0,3330.0,0.73333335
333,0.8756272,0.08541278,0.26273257,0.030415088,3340.0,-0.06761766,1.0,3340.0,0.68333334
334,0.8756337,0.08542023,0.26273474,0.030417144,3350.0,-0.043828305,1.0,3350.0,0.6666667
335,0.8756401,0.08542546,0.26273593,0.03041788,3360.0,-0.08254696,0.9916666,3360.0,0.65000004
336,0.8756337,0.08541229,0.26273543,0.030414432,3370.0,-0.058765754,1.0,3370.0,0.7083333
337,0.875634,0.085411854,0.26273546,0.030413589,3380.0,-0.048998654,1.0,3380.0,0.68333334
338,0.8756501,0.08541638,0.26273912,0.030414334,3390.0,-0.073118925,1.0,3390.0,0.7250001
339,0.87565273,0.08541679,0.26274022,0.030413544,3400.0,-0.061746616,1.0,3400.0,0.65000004
340,0.875658,0.08540807,0.26274136,0.030412024,3410.0,-0.06311714,1.0,3410.0,0.8083334
341,0.8756774,0.08540819,0.2627467,0.030412117,3420.0,-0.062238663,1.0,3420.0,0.68333334
342,0.87566954,0.08540282,0.262745,0.030410776,3430.0,-0.062232662,1.0,3430.0,0.7666667
343,0.8756768,0.08540044,0.26274678,0.030409724,3440.0,-0.04892546,1.0,3440.0,0.69166666
344,0.8756917,0.08539971,0.26275116,0.03041032,3450.0,-0.065172814,1.0,3450.0,0.675
345,0.87570024,0.08540001,0.26275334,0.030409819,3460.0,-0.060973972,1.0,3460.0,0.75
346,0.87571424,0.08539721,0.26275712,0.030408865,3470.0,-0.03656041,1.0,3470.0,0.75
347,0.875706,0.08539762,0.2627546,0.030408844,3480.0,-0.048772622,1.0,3480.0,0.7250001
348,0.87571734,0.08539939,0.26275685,0.03040797,3490.0,-0.06226282,1.0,3490.0,0.71666664
349,0.87573266,0.08539077,0.26276073,0.030405646,3500.0,-0.10395228,0.9750001,3500.0,0.7
350,0.8757181,0.085395575,0.2627562,0.03040567,3510.0,-0.05581517,1.0,3510.0,0.675
351,0.8757127,0.08538874,0.26275408,0.030403325,3520.0,-0.058368098,1.0,3520.0,0.69166666
352,0.8757129,0.08539415,0.26275325,0.030404279,3530.0,-0.052707117,1.0,3530.0,0.7416666
353,0.8757202,0.08540324,0.26275456,0.030406183,3540.0,-0.057735592,1.0,3540.0,0.6833334
354,0.87572694,0.08540992,0.2627563,0.030407593,3550.0,-0.06815985,1.0,3550.0,0.68333334
355,0.87573767,0.08541226,0.2627592,0.03040702,3560.0,-0.058686335,1.0,3560.0,0.7916667
356,0.875746,0.08541279,0.26276118,0.030406564,3570.0,-0.06178983,1.0,3570.0,0.7416666
357,0.87575024,0.08541245,0.26276153,0.030405724,3580.0,-0.06825299,1.0,3580.0,0.6416667
358,0.8757386,0.0854098,0.26275843,0.03040502,3590.0,-0.04970479,1.0,3590.0,0.74166673
359,0.87573385,0.08541971,0.26275688,0.030407786,3600.0,-0.04968198,1.0,3600.0,0.8083334
360,0.87575054,0.08541726,0.26276156,0.0304072,3610.0,-0.07153777,1.0,3610.0,0.7083333
361,0.8757591,0.08541465,0.2627638,0.030406564,3620.0,-0.102615535,0.9916666,3620.0,0.7833333
362,0.87575793,0.08542383,0.26276368,0.030408496,3630.0,-0.062323954,1.0,3630.0,0.69166666
363,0.8757627,0.08542559,0.2627651,0.030409813,3640.0,-0.060882907,1.0,3640.0,0.6333334
364,0.8757522,0.08543027,0.26276213,0.030411253,3650.0,-0.058186147,1.0,3650.0,0.7916667
365,0.8757375,0.08542779,0.26275855,0.030409535,3660.0,-0.04926003,1.0,3660.0,0.69166666
366,0.8757367,0.08544251,0.26275796,0.030412832,3670.0,-0.053402472,1.0,3670.0,0.7
367,0.8757246,0.08544471,0.26275548,0.030412992,3680.0,-0.060492683,1.0,3680.0,0.72499996
368,0.87573886,0.08544692,0.2627597,0.030413384,3690.0,-0.06398492,1.0,3690.0,0.7083333
369,0.8757329,0.0854506,0.262758,0.030414596,3700.0,-0.054369573,1.0,3700.0,0.675
370,0.8757275,0.085451014,0.2627567,0.030414557,3710.0,-0.060035456,1.0,3710.0,0.7166667
371,0.8757307,0.08544111,0.2627571,0.030411368,3720.0,-0.043401778,1.0,3720.0,0.675
372,0.8757293,0.085453026,0.26275685,0.030414348,3730.0,-0.060935076,1.0,3730.0,0.6416667
373,0.87575006,0.085448354,0.26276237,0.030412069,3740.0,-0.061499733,1.0,3740.0,0.68333334
374,0.8757413,0.08544183,0.2627601,0.030411264,3750.0,-0.05263168,1.0,3750.0,0.75
375,0.8757356,0.08544228,0.26275784,0.030411238,3760.0,-0.045314252,1.0,3760.0,0.7916667
376,0.87573594,0.0854362,0.2627578,0.030410007,3770.0,-0.0436189,1.0,3770.0,0.72499996
377,0.87574595,0.0854386,0.26276007,0.03041091,3780.0,-0.07985898,0.9916666,3780.0,0.64166665
378,0.87573403,0.08544,0.26275685,0.030410295,3790.0,-0.061945084,1.0,3790.0,0.7583334
379,0.87574583,0.0854432,0.26275972,0.030410534,3800.0,-0.06855622,1.0,3800.0,0.7166667
380,0.8757526,0.08545264,0.2627625,0.03041315,3810.0,-0.059046295,1.0,3810.0,0.6666667
381,0.8757372,0.08545539,0.26275855,0.030413022,3820.0,-0.069403864,1.0,3820.0,0.6916666
382,0.8757457,0.0854468,0.26276088,0.030410355,3830.0,-0.0665536,1.0,3830.0,0.7083333
383,0.8757418,0.085446775,0.26275975,0.030410295,3840.0,-0.06281729,1.0,3840.0,0.6666667
384,0.87576133,0.0854414,0.2627659,0.030408302,3850.0,-0.047776733,1.0,3850.0,0.72499996
385,0.87575656,0.08544734,0.26276466,0.030410001,3860.0,-0.06660265,1.0,3860.0,0.625
386,0.87574726,0.08545015,0.26276258,0.030410191,3870.0,-0.06671101,1.0,3870.0,0.7166667
387,0.8757455,0.0854521,0.26276192,0.030410161,3880.0,-0.058947712,1.0,3880.0,0.68333334
388,0.87575656,0.0854534,0.2627656,0.030410657,3890.0,-0.05295573,1.0,3890.0,0.7083333
389,0.8757523,0.08545206,0.2627644,0.030410191,3900.0,-0.07422241,1.0,3900.0,0.675
390,0.87575823,0.08545045,0.26276648,0.030409371,3910.0,-0.05571227,1.0,3910.0,0.7
391,0.8757513,0.085453935,0.2627653,0.03041032,3920.0,-0.06154139,1.0,3920.0,0.6333333
392,0.8757536,0.08544778,0.26276577,0.03040873,3930.0,-0.07312011,1.0,3930.0,0.6333333
393,0.87573576,0.08544523,0.26276082,0.030407751,3940.0,-0.074228145,1.0,3940.0,0.73333335
394,0.87571985,0.08544565,0.26275656,0.030407235,3950.0,-0.06467994,1.0,3950.0,0.7
395,0.8757274,0.085440844,0.26275858,0.030405551,3960.0,-0.061260104,1.0,3960.0,0.6666667
396,0.87570256,0.08544427,0.26275206,0.030406008,3970.0,-0.056208223,1.0,3970.0,0.675
397,0.87572694,0.085447304,0.26275846,0.03040629,3980.0,-0.055983733,1.0,3980.0,0.59999996
398,0.8757152,0.08543924,0.26275477,0.030403918,3990.0,-0.07150211,1.0,3990.0,0.7083333
399,0.8757159,0.08544596,0.26275495,0.03040562,4000.0,-0.059473675,1.0,4000.0,0.7083333
400,0.8757084,0.08544082,0.26275235,0.030404931,4010.0,-0.06006947,1.0,4010.0,0.69166666
401,0.8757003,0.08544155,0.2627508,0.03040489,4020.0,-0.05734686,1.0,4020.0,0.6666667
402,0.8757008,0.08544058,0.26275098,0.030404022,4030.0,-0.08660068,0.98333335,4030.0,0.78333336
403,0.8757054,0.085440375,0.26275212,0.030404037,4040.0,-0.06290688,1.0,4040.0,0.65000004
404,0.875704,0.08544227,0.26275188,0.030404797,4050.0,-0.0641348,1.0,4050.0,0.7416666
405,0.87571436,0.085442275,0.2627545,0.030404946,4060.0,-0.07792921,1.0,4060.0,0.74166673
406,0.8756997,0.0854367,0.26275045,0.030403346,4070.0,-0.04936694,1.0,4070.0,0.7166667
407,0.87572616,0.08543566,0.26275712,0.03040202,4080.0,-0.058206994,1.0,4080.0,0.73333335
408,0.8757162,0.08543717,0.26275507,0.030401995,4090.0,-0.062914364,1.0,4090.0,0.69166666
409,0.8757202,0.0854376,0.2627557,0.030401796,4100.0,-0.056381006,1.0,4100.0,0.72499996
410,0.8757134,0.08542845,0.26275378,0.030399004,4110.0,-0.06268291,1.0,4110.0,0.6666666
411,0.87572926,0.0854265,0.2627583,0.030399228,4120.0,-0.06634307,1.0,4120.0,0.6666667
412,0.87571883,0.0854188,0.26275554,0.03039658,4130.0,-0.051485732,1.0,4130.0,0.7166667
413,0.87571764,0.085421,0.26275513,0.030396422,4140.0,-0.08265812,0.9916666,4140.0,0.7
414,0.87572557,0.08541713,0.262757,0.03039585,4150.0,-0.07297356,1.0,4150.0,0.675
415,0.8757212,0.0854213,0.26275614,0.030396735,4160.0,-0.06586668,1.0,4160.0,0.69166666
416,0.8757103,0.08541834,0.26275298,0.030396396,4170.0,-0.06775998,1.0,4170.0,0.68333334
417,0.8757188,0.08542511,0.2627545,0.030397302,4180.0,-0.049755614,1.0,4180.0,0.72499996
418,0.87572914,0.0854246,0.26275745,0.030397242,4190.0,-0.07071932,1.0,4190.0,0.73333335
419,0.87572813,0.08542896,0.26275697,0.030398557,4200.0,-0.06564389,1.0,4200.0,0.68333334
420,0.87573195,0.08542687,0.26275724,0.030397773,4210.0,-0.050970256,1.0,4210.0,0.72499996
421,0.8757365,0.08542538,0.26275772,0.03039754,4220.0,-0.067155845,1.0,4220.0,0.6666666
422,0.87573427,0.08542654,0.26275733,0.030395782,4230.0,-0.056487665,1.0,4230.0,0.65833336
423,0.8757332,0.08542571,0.2627568,0.030395478,4240.0,-0.058790732,1.0,4240.0,0.675
424,0.87573403,0.08542798,0.26275685,0.030395767,4250.0,-0.07235354,1.0,4250.0,0.7083333
425,0.8757398,0.0854219,0.2627582,0.030394116,4260.0,-0.059577424,1.0,4260.0,0.7
426,0.8757393,0.0854195,0.26275846,0.030392775,4270.0,-0.051314037,1.0,4270.0,0.6666667
427,0.87572545,0.085419275,0.26275548,0.030392328,4280.0,-0.069882184,1.0,4280.0,0.65000004
428,0.87573695,0.08541862,0.26275906,0.030391404,4290.0,-0.067359805,1.0,4290.0,0.72499996
429,0.8757526,0.08541521,0.26276284,0.030390495,4300.0,-0.069883995,1.0,4300.0,0.625
430,0.87575597,0.08540946,0.26276338,0.030388435,4310.0,-0.0565986,1.0,4310.0,0.7250001
431,0.8757469,0.08540457,0.2627609,0.030386513,4320.0,-0.07671981,1.0,4320.0,0.8
432,0.8757491,0.08541107,0.26276106,0.030388007,4330.0,-0.06541776,1.0,4330.0,0.7083333
433,0.87574,0.085408844,0.26275912,0.030387193,4340.0,-0.07099157,1.0,4340.0,0.65000004
434,0.87574863,0.08541071,0.2627605,0.030388156,4350.0,-0.08747286,1.0,4350.0,0.6583333
435,0.8757376,0.0854097,0.26275772,0.030388063,4360.0,-0.07611305,1.0,4360.0,0.7416666
436,0.87575024,0.085411906,0.26276168,0.030388677,4370.0,-0.067598,1.0,4370.0,0.7166667
437,0.87576634,0.085407354,0.26276582,0.03038692,4380.0,-0.072584875,1.0,4380.0,0.65000004
438,0.8757613,0.08540833,0.2627641,0.030387452,4390.0,-0.06352736,1.0,4390.0,0.7250001
439,0.8757575,0.085410625,0.262763,0.030387765,4400.0,-0.059496436,1.0,4400.0,0.69166666
440,0.87575084,0.085415155,0.26276138,0.030388966,4410.0,-0.0633418,1.0,4410.0,0.7416666
441,0.87574744,0.085412376,0.26276037,0.03038832,4420.0,-0.06801102,1.0,4420.0,0.6416667
442,0.87573856,0.08541151,0.26275834,0.030387526,4430.0,-0.09892479,0.9916666,4430.0,0.7083333
443,0.87573266,0.0854128,0.26275647,0.030387064,4440.0,-0.07515446,1.0,4440.0,0.675
444,0.87574536,0.085418314,0.26275936,0.0303893,4450.0,-0.061653692,1.0,4450.0,0.6833334
445,0.87574893,0.08541715,0.2627604,0.030388767,4460.0,-0.0525495,1.0,4460.0,0.7250001
446,0.8757624,0.08541998,0.26276344,0.030389348,4470.0,-0.05142573,1.0,4470.0,0.69166666
447,0.875755,0.085427165,0.26276132,0.030390695,4480.0,-0.06279372,1.0,4480.0,0.7166667
448,0.8757408,0.08541753,0.26275772,0.030388907,4490.0,-0.072180174,1.0,4490.0,0.72499996
449,0.87572575,0.08541352,0.26275343,0.030387366,4500.0,-0.057448644,1.0,4500.0,0.69166666
450,0.8757338,0.085416,0.26275572,0.030387813,4510.0,-0.06815342,1.0,4510.0,0.75
451,0.8757265,0.08542115,0.26275393,0.030389598,4520.0,-0.06801917,1.0,4520.0,0.75
452,0.87573844,0.08541571,0.26275745,0.03038835,4530.0,-0.067728445,1.0,4530.0,0.62499994
453,0.8757289,0.085411556,0.26275524,0.030387828,4540.0,-0.049560864,1.0,4540.0,0.6916666
454,0.8757222,0.08540826,0.26275387,0.030386617,4550.0,-0.057694715,1.0,4550.0,0.7
455,0.87573695,0.085409425,0.2627576,0.0303868,4560.0,-0.060301244,1.0,4560.0,0.71666664
456,0.8757427,0.08541742,0.26275918,0.030388946,4570.0,-0.06929261,1.0,4570.0,0.72499996
457,0.8757382,0.08541807,0.2627582,0.03038851,4580.0,-0.07258446,1.0,4580.0,0.7416666
458,0.8757412,0.08542136,0.26275927,0.030388752,4590.0,-0.13556309,0.9750001,4590.0,0.65000004
459,0.8757499,0.085421346,0.26276118,0.030389002,4600.0,-0.0533482,1.0,4600.0,0.69166666
460,0.8757488,0.08540817,0.26276097,0.030385396,4610.0,-0.0706062,1.0,4610.0,0.69166666
461,0.87575215,0.08540487,0.2627614,0.030384457,4620.0,-0.066830255,1.0,4620.0,0.69166666
462,0.87576026,0.08540518,0.26276332,0.03038477,4630.0,-0.06906442,1.0,4630.0,0.6833334
463,0.8757642,0.08540329,0.26276416,0.030384531,4640.0,-0.06274197,1.0,4640.0,0.6666667
464,0.8757612,0.08539754,0.26276332,0.030383289,4650.0,-0.07206633,1.0,4650.0,0.72499996
465,0.8757654,0.085403115,0.26276428,0.030384729,4660.0,-0.07129881,1.0,4660.0,0.75
466,0.8757701,0.085398674,0.2627659,0.030382896,4670.0,-0.06245914,1.0,4670.0,0.68333334
467,0.87576157,0.0854082,0.26276374,0.030384863,4680.0,-0.07169303,1.0,4680.0,0.72499996
468,0.87575513,0.08540756,0.26276153,0.030384352,4690.0,-0.057994097,1.0,4690.0,0.6916666
469,0.87575936,0.0854046,0.26276246,0.030383402,4700.0,-0.05975741,1.0,4700.0,0.7416666
470,0.8757639,0.08540458,0.26276332,0.030383104,4710.0,-0.07288877,0.9916666,4710.0,0.6333333
471,0.87575763,0.08539712,0.26276192,0.030380905,4720.0,-0.11412107,0.98333335,4720.0,0.7083333
472,0.87576437,0.08539987,0.26276377,0.030382613,4730.0,-0.082058735,1.0,4730.0,0.6583333
473,0.87575585,0.08539718,0.2627613,0.030381301,4740.0,-0.062212363,1.0,4740.0,0.675
474,0.87575793,0.08539697,0.26276213,0.030381506,4750.0,-0.06543995,1.0,4750.0,0.7250001
475,0.8757615,0.0853928,0.26276326,0.030380419,4760.0,-0.07138064,1.0,4760.0,0.73333335
476,0.87576765,0.08539864,0.26276532,0.030381968,4770.0,-0.05970387,1.0,4770.0,0.76666665
477,0.8757663,0.08539788,0.26276508,0.030381685,4780.0,-0.0719362,1.0,4780.0,0.6833334
478,0.87577087,0.08538821,0.26276624,0.03037935,4790.0,-0.06212591,1.0,4790.0,0.7166667
479,0.87575966,0.085393034,0.26276353,0.0303809,4800.0,-0.06441433,1.0,4800.0,0.7250001
480,0.8757718,0.08538423,0.26276657,0.030379152,4810.0,-0.057166982,1.0,4810.0,0.75
481,0.8757662,0.08537904,0.262765,0.030377677,4820.0,-0.06765811,1.0,4820.0,0.7416666
482,0.87576675,0.0853717,0.26276508,0.030376023,4830.0,-0.060252935,1.0,4830.0,0.6666667
483,0.87577504,0.08537394,0.26276731,0.030375669,4840.0,-0.063407905,1.0,4840.0,0.65
484,0.8757685,0.085371934,0.26276538,0.030374682,4850.0,-0.07016938,1.0,4850.0,0.75
485,0.87577796,0.085368164,0.26276803,0.030373776,4860.0,-0.07697714,1.0,4860.0,0.6833334
486,0.87578344,0.08536989,0.2627698,0.030374298,4870.0,-0.06408305,1.0,4870.0,0.68333334
487,0.875791,0.08536815,0.2627718,0.030373687,4880.0,-0.064106636,1.0,4880.0,0.675
488,0.8757715,0.08536589,0.26276702,0.03037324,4890.0,-0.0703308,1.0,4890.0,0.7083333
489,0.87576383,0.08536488,0.2627651,0.03037244,4900.0,-0.05136363,1.0,4900.0,0.73333335
490,0.87576693,0.085363805,0.2627658,0.030372018,4910.0,-0.0565265,1.0,4910.0,0.7
491,0.875792,0.08536736,0.2627722,0.030372685,4920.0,-0.049595866,1.0,4920.0,0.77500004
492,0.8757952,0.085365646,0.26277307,0.030372074,4930.0,-0.06894445,1.0,4930.0,0.7416666
493,0.8758013,0.08536658,0.2627744,0.030372575,4940.0,-0.055415552,1.0,4940.0,0.73333335
494,0.87580013,0.085362285,0.26277423,0.03037109,4950.0,-0.060680788,1.0,4950.0,0.65000004
495,0.8757952,0.08536401,0.26277286,0.030371124,4960.0,-0.053008705,1.0,4960.0,0.68333334
496,0.8757856,0.0853659,0.2627706,0.030370772,4970.0,-0.0554423,1.0,4970.0,0.69166666
497,0.875782,0.08536462,0.2627696,0.030370185,4980.0,-0.053104594,1.0,4980.0,0.65000004
498,0.8757725,0.08535776,0.26276726,0.03036802,4990.0,-0.06027824,1.0,4990.0,0.7083333
499,0.8757536,0.08535781,0.2627626,0.030368173,5000.0,-0.07111795,1.0,5000.0,0.7833333
500,0.8757641,0.08535379,0.26276517,0.030367112,5010.0,-0.06692266,1.0,5010.0,0.7416666
501,0.87577814,0.08535185,0.26276842,0.030366316,5020.0,-0.06410884,1.0,5020.0,0.69166666
502,0.87576604,0.0853496,0.2627651,0.030365556,5030.0,-0.07654115,0.9916666,5030.0,0.7416666
503,0.87577134,0.08535067,0.2627663,0.030365884,5040.0,-0.074670754,1.0,5040.0,0.7083333
504,0.875768,0.085346155,0.26276517,0.030364567,5050.0,-0.052504767,1.0,5050.0,0.70000005
505,0.8757693,0.08534751,0.26276553,0.030364579,5060.0,-0.05705588,1.0,5060.0,0.64166665
506,0.8757801,0.08535546,0.26276797,0.030366689,5070.0,-0.04231171,1.0,5070.0,0.675
507,0.8757765,0.08534998,0.2627672,0.03036506,5080.0,-0.062578924,1.0,5080.0,0.65833336
508,0.8757772,0.085348524,0.2627675,0.03036423,5090.0,-0.06794721,1.0,5090.0,0.7
509,0.87577015,0.08535326,0.2627653,0.03036516,5100.0,-0.071449235,1.0,5100.0,0.79999995
510,0.87576014,0.08535638,0.26276258,0.030365994,5110.0,-0.058314007,1.0,5110.0,0.7166667
511,0.87575704,0.08535463,0.26276195,0.030364966,5120.0,-0.074326314,0.9916666,5120.0,0.7166667
512,0.8757338,0.08535558,0.26275575,0.030364603,5130.0,-0.053961825,1.0,5130.0,0.65000004
513,0.8757293,0.08535785,0.26275453,0.030364493,5140.0,-0.07847973,1.0,5140.0,0.67499995
514,0.8757189,0.08536214,0.26275095,0.030366415,5150.0,-0.066497825,1.0,5150.0,0.6666667
515,0.87571734,0.08536338,0.26275057,0.030367052,5160.0,-0.0544918,1.0,5160.0,0.68333334
516,0.87571615,0.085357875,0.2627503,0.030365506,5170.0,-0.060631096,1.0,5170.0,0.7833333
517,0.87572026,0.08536252,0.26275137,0.030366888,5180.0,-0.075090475,1.0,5180.0,0.74166673
518,0.875722,0.085357316,0.26275176,0.030365134,5190.0,-0.068126984,1.0,5190.0,0.65000004
519,0.87572145,0.0853571,0.2627516,0.030364698,5200.0,-0.06660567,1.0,5200.0,0.75
520,0.875727,0.08535582,0.26275343,0.030364895,5210.0,-0.06646868,1.0,5210.0,0.6416667
