eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,total_timesteps,value_loss
7.94,7.94,-0.07293939590454102,414,1,1.4189385175704956,1.888326644897461,2500,3.1450319290161133
94.89,94.89,0.7999307960271835,515,100,0.9633282423019409,-0.7648248672485352,250000,0.7639225125312805
103.68,103.68,0.9364689439535141,519,200,0.9838529229164124,0.06379250437021255,500000,0.08949027210474014
145.09,145.09,0.8271553069353104,521,300,1.0026246309280396,-0.5546860694885254,750000,0.5181532502174377
229.53,229.53,0.9658969938755035,522,400,1.011418342590332,-0.060052089393138885,1000000,0.04679844528436661
