eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,total_timesteps,value_loss
1000.0,-339.500046,-0.20826363563537598,409,1,8.513630867004395,-22.463272094726562,2500,8.552633285522461
1000.0,-328.91329433,0.1350429654121399,499,100,8.680342674255371,-0.2517692744731903,250000,0.34875667095184326
1000.0,-297.78820043,0.027090013027191162,502,200,8.777390480041504,1.2892709970474243,500000,0.2839460074901581
1000.0,-231.17244354000005,0.1448844075202942,503,300,8.888063430786133,-0.21084895730018616,750000,0.5592136979103088
1000.0,-94.48567991000002,-0.1259143352508545,503,400,8.942872047424316,1.7629379034042358,1000000,0.2614319920539856
